1 	A Brave Refrain 	James-Whitcomb-Riley 	kids 	139 	126 	there are breathtaking descriptions of kids by James-Whitcomb-Riley 	1505 	images/book/kids/7.jpeg 	
1948 	Antillia, The Island Of The Seven Cities 	Thomas-Wentworth-Higginson 	kids 	182 	145 	this is a masterpiece on kids by Thomas-Wentworth-Higginson 	1068 	images/book/kids/63.jpeg 	
1949 	Anting-Anting Of Captain Von Tollig, The 	Sargent-Kayme 	health 	123 	80 	this book talks about health by Sargent-Kayme 	1167 	images/book/health/136.jpeg 	
1950 	Anting-Anting Of Manuelito, The 	John-Maurice-Miller 	health 	141 	99 	this book talks about health by John-Maurice-Miller 	1083 	images/book/health/69.jpeg 	
1951 	Antinomies On A Railway Station 	John-Collings-Squire 	fiction 	153 	129 	this book talks about fiction by John-Collings-Squire 	1951 	images/book/fiction/30.jpeg 	
1952 	Antinous 	Alan-Seeger 	kids 	118 	90 	this is a masterpiece on kids by Alan-Seeger 	1857 	images/book/kids/93.jpeg 	
1953 	Antiquarian, The 	Hattie-Howard 	science 	184 	178 	this book talks about science by Hattie-Howard 	1662 	images/book/science/24.jpeg 	
1954 	Antiquary, An 	John-Earle 	fiction 	194 	193 	there are breathtaking descriptions of fiction by John-Earle 	1979 	images/book/fiction/54.jpeg 	
1955 	Antiquary - Volume 1, The 	Sir Walter-Scott 	science 	188 	174 	this book talks about science by Sir Walter-Scott 	1742 	images/book/science/3.jpeg 	
1956 	Antiquary - Volume 2, The 	Sir Walter-Scott 	kids 	182 	160 	this is a masterpiece on kids by Sir Walter-Scott 	1725 	images/book/kids/10.jpeg 	
1957 	Antique, An 	Madison-Julius-Cawein 	fiction 	183 	141 	this is a good book on fiction by Madison-Julius-Cawein 	1930 	images/book/fiction/55.jpeg 	
1958 	Antique Ring, The 	Nathaniel-Hawthorne 	kids 	190 	155 	there are breathtaking descriptions of kids by Nathaniel-Hawthorne 	1266 	images/book/kids/60.jpeg 	
1959 	Antique To The Northern Wanderer, The 	Frederich-Schiller 	biography 	197 	152 	this is a masterpiece on biography by Frederich-Schiller 	1878 	images/book/biography/43.jpeg 	
1960 	Antiquers, The 	Joseph-Crosby-Lincoln 	science 	110 	110 	this is a masterpiece on science by Joseph-Crosby-Lincoln 	1877 	images/book/science/5.jpeg 	
1961 	Antiques 	Johann Wolfgang-von-Goethe 	science 	133 	91 	there are breathtaking descriptions of science by Johann Wolfgang-von-Goethe 	1997 	images/book/science/2.jpeg 	
1962 	Antiques At Paris, The 	Frederich-Schiller 	health 	126 	85 	this is a masterpiece on health by Frederich-Schiller 	1153 	images/book/health/48.jpeg 	
1963 	Antiquity Of Freedom, The 	William-Cullen-Bryant 	fiction 	196 	171 	this is a masterpiece on fiction by William-Cullen-Bryant 	1775 	images/book/fiction/30.jpeg 	
1964 	Antithesis 	Leigh-Gordon-Giltner 	kids 	127 	104 	this is a good book on kids by Leigh-Gordon-Giltner 	1842 	images/book/kids/100.jpeg 	
1965 	Antoine And Angelique 	Gilbert-Parker 	fiction 	186 	140 	this is a masterpiece on fiction by Gilbert-Parker 	1311 	images/book/fiction/26.jpeg 	
1966 	Antonina; Or, The Fall Of Rome 	Wilkie-Collins 	biography 	191 	191 	there are breathtaking descriptions of biography by Wilkie-Collins 	1647 	images/book/biography/7.jpeg 	
1967 	Antonio Canova 	Anonymous 	biography 	142 	111 	there are breathtaking descriptions of biography by Anonymous 	1015 	images/book/biography/29.jpeg 	
1968 	Antonio Canova 	James-Baldwin 	science 	110 	103 	this is a good book on science by James-Baldwin 	1342 	images/book/science/58.jpeg 	
1969 	Antony And Augustus; or A Rational Education Preferable To Riches 	M. -Arnaud--Berquin 	health 	154 	146 	this book talks about health by M. -Arnaud--Berquin 	1899 	images/book/health/68.jpeg 	
1970 	Antony and Cleopatra 	William-Shakespeare 	science 	113 	63 	this is a good book on science by William-Shakespeare 	1234 	images/book/science/54.jpeg 	
1971 	Antony And Cleopatra 	Charles-Morris 	biography 	170 	155 	this is a masterpiece on biography by Charles-Morris 	1497 	images/book/biography/13.jpeg 	
1972 	Ants, The 	John-Clare 	science 	118 	117 	this book talks about science by John-Clare 	1860 	images/book/science/17.jpeg 	
1973 	Ants 	Lafcadio-Hearn 	health 	102 	89 	this is a masterpiece on health by Lafcadio-Hearn 	1552 	images/book/health/104.jpeg 	
1974 	Ants 	Ruth-McEnery-Stuart 	biography 	160 	141 	this is a good book on biography by Ruth-McEnery-Stuart 	1764 	images/book/biography/10.jpeg 	
1975 	Ants And The Grasshopper, The 	Aesop -author of Aesop-s Fables- 	fiction 	139 	90 	there are breathtaking descriptions of fiction by Aesop -author of Aesop-s Fables- 	1017 	images/book/fiction/50.jpeg 	
1976 	Ants and the Grasshopper, The 	Ambrose-Bierce 	science 	188 	142 	there are breathtaking descriptions of science by Ambrose-Bierce 	1845 	images/book/science/50.jpeg 	
1977 	Antwerp 	Israel-Zangwill 	health 	142 	94 	this book talks about health by Israel-Zangwill 	1095 	images/book/health/123.jpeg 	
1978 	Antwerp Road 	Henry-Van Dyke 	kids 	153 	143 	this book talks about kids by Henry-Van Dyke 	1721 	images/book/kids/19.jpeg 	
1979 	Anxiety 	D.-H.-Lawrence 	biography 	185 	142 	this is a masterpiece on biography by D.-H.-Lawrence 	1469 	images/book/biography/37.jpeg 	
1980 	Anxious Dead, The 	John-McCrae 	fiction 	119 	80 	this is a good book on fiction by John-McCrae 	1664 	images/book/fiction/78.jpeg 	
1981 	Any Other Time 	Banjo-Paterson 	fiction 	117 	100 	there are breathtaking descriptions of fiction by Banjo-Paterson 	1059 	images/book/fiction/75.jpeg 	
1982 	Any Saint 	Francis-Thompson 	fiction 	161 	153 	this is a good book on fiction by Francis-Thompson 	1745 	images/book/fiction/45.jpeg 	
1983 	Any Stick Will Do To Beat A Dog 	Charles-S.-Brooks 	health 	178 	164 	this is a good book on health by Charles-S.-Brooks 	1189 	images/book/health/81.jpeg 	
1984 	Anything Once 	Isabel-Ostrander 	biography 	101 	52 	this is a good book on biography by Isabel-Ostrander 	1530 	images/book/biography/17.jpeg 	
1985 	Anything You Can Do ... 	Randall-Garrett 	health 	142 	112 	there are breathtaking descriptions of health by Randall-Garrett 	1088 	images/book/health/159.jpeg 	
1986 	Anyuta 	Anton-Chekhov 	science 	101 	75 	this is a good book on science by Anton-Chekhov 	1239 	images/book/science/48.jpeg 	
1987 	Aoyagi 	Lafcadio-Hearn 	kids 	126 	96 	there are breathtaking descriptions of kids by Lafcadio-Hearn 	1062 	images/book/kids/71.jpeg 	
1988 	Apache Princess, An 	Charles-King 	kids 	132 	112 	this book talks about kids by Charles-King 	1979 	images/book/kids/77.jpeg 	
1989 	Apart 	Madison-Julius-Cawein 	biography 	179 	149 	this is a good book on biography by Madison-Julius-Cawein 	1023 	images/book/biography/26.jpeg 	
1990 	Apartment House, The 	Joyce-Kilmer 	science 	154 	132 	this book talks about science by Joyce-Kilmer 	1467 	images/book/science/15.jpeg 	
1991 	Apathy And Enthusiasm 	Herman-Melville 	science 	144 	128 	there are breathtaking descriptions of science by Herman-Melville 	1217 	images/book/science/8.jpeg 	
1992 	Ape, The 	Jean de-La Fontaine 	science 	138 	124 	this is a good book on science by Jean de-La Fontaine 	1530 	images/book/science/14.jpeg 	
1993 	Ape, The 	Jean de-La Fontaine 	biography 	192 	148 	this is a good book on biography by Jean de-La Fontaine 	1913 	images/book/biography/37.jpeg 	
1994 	Ape, The 	Charles-Lamb 	biography 	131 	97 	there are breathtaking descriptions of biography by Charles-Lamb 	1905 	images/book/biography/23.jpeg 	
1995 	Ape And Poultry 	John-Gay 	health 	190 	144 	this book talks about health by John-Gay 	1303 	images/book/health/91.jpeg 	
1996 	Ape And The Lady, The 	W.-S.-Gilbert 	biography 	157 	135 	this is a good book on biography by W.-S.-Gilbert 	1836 	images/book/biography/25.jpeg 	
1997 	Ape, The Snake, And The Lion, The 	George-W.-Bateman 	fiction 	197 	160 	this is a good book on fiction by George-W.-Bateman 	1909 	images/book/fiction/52.jpeg 	
1998 	Apes And Ivory 	Alfred-Noyes 	health 	171 	135 	this is a masterpiece on health by Alfred-Noyes 	1313 	images/book/health/41.jpeg 	
1999 	Aphorism and a Lecture, An 	Oliver-Wendell-Holmes 	fiction 	112 	82 	this is a masterpiece on fiction by Oliver-Wendell-Holmes 	1491 	images/book/fiction/55.jpeg 	
2000 	Aphorisms 	John-Morley 	health 	145 	109 	there are breathtaking descriptions of health by John-Morley 	1858 	images/book/health/101.jpeg 	
2001 	Aphrodite, The 	Madison-Julius-Cawein 	biography 	188 	144 	this is a good book on biography by Madison-Julius-Cawein 	1684 	images/book/biography/16.jpeg 	
2002 	Aphrodite 	George-William-Russell 	science 	132 	95 	this book talks about science by George-William-Russell 	1624 	images/book/science/15.jpeg 	
2003 	Apocalypse, The 	Arthur-C.-Benson 	health 	119 	100 	this is a masterpiece on health by Arthur-C.-Benson 	1302 	images/book/health/81.jpeg 	
2004 	Apocalypse 	Emily-Dickinson 	biography 	132 	112 	this book talks about biography by Emily-Dickinson 	1859 	images/book/biography/16.jpeg 	
2005 	Apocalypse 	Madison-Julius-Cawein 	fiction 	199 	166 	this is a good book on fiction by Madison-Julius-Cawein 	1421 	images/book/fiction/25.jpeg 	
2006 	Apocryphal Life Of Esop, The Fabulist 	William-Alexander-Clouston 	fiction 	192 	171 	this book talks about fiction by William-Alexander-Clouston 	1361 	images/book/fiction/68.jpeg 	
2007 	Apollo And Daphne 	Jeanie-Lang 	kids 	119 	99 	this book talks about kids by Jeanie-Lang 	1393 	images/book/kids/24.jpeg 	
2008 	Apollo In Picardy 	Walter-Pater 	kids 	173 	123 	this book talks about kids by Walter-Pater 	1194 	images/book/kids/52.jpeg 	
2009 	Apollo Outwitted 	Jonathan-Swift 	health 	158 	128 	this is a masterpiece on health by Jonathan-Swift 	1211 	images/book/health/30.jpeg 	
2010 	Apollo To The Dean 	Jonathan-Swift 	kids 	138 	112 	there are breathtaking descriptions of kids by Jonathan-Swift 	1583 	images/book/kids/69.jpeg 	
2011 	Apollos Edict 	Jonathan-Swift 	health 	128 	105 	there are breathtaking descriptions of health by Jonathan-Swift 	1811 	images/book/health/51.jpeg 	
2012 	Apollos Market 	Richard-Le Gallienne 	health 	119 	96 	there are breathtaking descriptions of health by Richard-Le Gallienne 	1605 	images/book/health/127.jpeg 	
2013 	Apollos Sister 	Josephine-Preston-Peabody 	biography 	139 	106 	this is a masterpiece on biography by Josephine-Preston-Peabody 	1675 	images/book/biography/26.jpeg 	
2014 	Apollo; or, A Problem Solved 	Jonathan-Swift 	health 	186 	137 	this is a good book on health by Jonathan-Swift 	1712 	images/book/health/142.jpeg 	
2015 	Apollonia 	Theophile-Gautier 	kids 	106 	91 	this is a good book on kids by Theophile-Gautier 	1143 	images/book/kids/6.jpeg 	
2016 	Apologetic Postscript of a Year Later 	Robert-Louis-Stevenson 	kids 	184 	139 	there are breathtaking descriptions of kids by Robert-Louis-Stevenson 	1967 	images/book/kids/60.jpeg 	
2017 	Apologia 	Oscar-Wilde 	biography 	105 	86 	this is a masterpiece on biography by Oscar-Wilde 	1505 	images/book/biography/7.jpeg 	
2018 	Apologia Pro Poemate Meo 	Wilfred-Owen 	kids 	200 	170 	this book talks about kids by Wilfred-Owen 	1609 	images/book/kids/29.jpeg 	
2019 	Apologia Pro Vita Sua 	Samuel-Taylor-Coleridge 	science 	108 	92 	there are breathtaking descriptions of science by Samuel-Taylor-Coleridge 	1430 	images/book/science/23.jpeg 	
2020 	Apologue, An 	Ambrose-Bierce 	health 	115 	91 	this is a masterpiece on health by Ambrose-Bierce 	1794 	images/book/health/167.jpeg 	
2021 	Apology, The 	Ralph-Waldo-Emerson 	fiction 	138 	130 	this is a good book on fiction by Ralph-Waldo-Emerson 	1921 	images/book/fiction/54.jpeg 	
2022 	Apology, An 	William-Johnson-Cory 	health 	149 	139 	this is a good book on health by William-Johnson-Cory 	1968 	images/book/health/157.jpeg 	
2023 	Apology 	Joyce-Kilmer 	science 	135 	86 	this is a masterpiece on science by Joyce-Kilmer 	1238 	images/book/science/22.jpeg 	
2024 	Apology 	Amy-Lowell 	biography 	180 	139 	this is a good book on biography by Amy-Lowell 	1438 	images/book/biography/4.jpeg 	
2025 	Apology 	Edward-Shanks 	health 	152 	135 	there are breathtaking descriptions of health by Edward-Shanks 	1216 	images/book/health/112.jpeg 	
2026 	Apology, An 	Fanny-Kemble 	kids 	166 	162 	there are breathtaking descriptions of kids by Fanny-Kemble 	1984 	images/book/kids/41.jpeg 	
2027 	Apology For Idlers, An 	Robert-Louis-Stevenson 	science 	103 	61 	this book talks about science by Robert-Louis-Stevenson 	1723 	images/book/science/18.jpeg 	
2028 	Apology For Puppets, An 	Arthur-Symons 	science 	100 	70 	there are breathtaking descriptions of science by Arthur-Symons 	1787 	images/book/science/55.jpeg 	
2029 	Apology For The Bottle Volcanic, An 	Vachel-Lindsay 	health 	150 	135 	this is a good book on health by Vachel-Lindsay 	1490 	images/book/health/137.jpeg 	
2030 	Apology For The Parisian Massacre 	Isaac-Disraeli 	fiction 	173 	169 	there are breathtaking descriptions of fiction by Isaac-Disraeli 	1240 	images/book/fiction/11.jpeg 	
2031 	Apology Of Socrates, The 	Plato 	science 	177 	153 	this is a good book on science by Plato 	1728 	images/book/science/49.jpeg 	
2032 	Apology To Lady Carteret, An 	Jonathan-Swift 	science 	150 	128 	there are breathtaking descriptions of science by Jonathan-Swift 	1385 	images/book/science/46.jpeg 	
2033 	Apology; Also known as The Death of Socrates 	Plato 	science 	159 	130 	this is a masterpiece on science by Plato 	1983 	images/book/science/16.jpeg 	
2034 	Aponibolinayen 	Mabel-Cook-Cole 	fiction 	168 	123 	there are breathtaking descriptions of fiction by Mabel-Cook-Cole 	1653 	images/book/fiction/0.jpeg 	
2035 	Aponibolinayen And The Sun 	Mabel-Cook-Cole 	health 	144 	112 	this book talks about health by Mabel-Cook-Cole 	1981 	images/book/health/14.jpeg 	
2036 	Apostacy Of One, And But One Lady, The 	Richard-Lovelace 	science 	167 	153 	there are breathtaking descriptions of science by Richard-Lovelace 	1570 	images/book/science/52.jpeg 	
2037 	Apostasy 	Algernon-Charles-Swinburne 	biography 	139 	104 	this is a masterpiece on biography by Algernon-Charles-Swinburne 	1814 	images/book/biography/3.jpeg 	
2038 	Apostasy 	Charlotte-Bronte 	kids 	179 	129 	there are breathtaking descriptions of kids by Charlotte-Bronte 	1530 	images/book/kids/76.jpeg 	
2039 	Apostate, The 	Jack-London 	biography 	108 	96 	there are breathtaking descriptions of biography by Jack-London 	1664 	images/book/biography/29.jpeg 	
2040 	Apostate, The 	August-Strindberg 	kids 	191 	183 	there are breathtaking descriptions of kids by August-Strindberg 	1309 	images/book/kids/54.jpeg 	
2041 	Apostle Of Beauty, The 	Helen-Hunt-Jackson 	fiction 	167 	152 	this is a good book on fiction by Helen-Hunt-Jackson 	1605 	images/book/fiction/75.jpeg 	
2042 	Apostle Of The Tules, An 	Bret-Harte 	kids 	189 	166 	this is a masterpiece on kids by Bret-Harte 	1714 	images/book/kids/44.jpeg 	
2043 	Apostle vs. Pagan 	William-Cowper-Brann 	health 	146 	132 	this book talks about health by William-Cowper-Brann 	1334 	images/book/health/136.jpeg 	
2044 	Apostrophe To An Old Psalm Tune 	Thomas-Hardy 	health 	110 	82 	this is a masterpiece on health by Thomas-Hardy 	1467 	images/book/health/25.jpeg 	
2045 	Apostrophe To Nature 	Victor-Hugo 	fiction 	106 	66 	this book talks about fiction by Victor-Hugo 	1986 	images/book/fiction/79.jpeg 	
2046 	Apotheosis 	Emily-Dickinson 	health 	178 	142 	this is a good book on health by Emily-Dickinson 	1879 	images/book/health/152.jpeg 	
2047 	Apparent Death 	Johann Wolfgang-von-Goethe 	health 	147 	116 	this is a good book on health by Johann Wolfgang-von-Goethe 	1306 	images/book/health/129.jpeg 	
2048 	Apparent Failure 	Robert-Browning 	science 	172 	126 	this is a good book on science by Robert-Browning 	1130 	images/book/science/30.jpeg 	
2049 	Apparition 	William-Ernest-Henley 	science 	156 	147 	this is a good book on science by William-Ernest-Henley 	1820 	images/book/science/18.jpeg 	
2050 	Apparition, The 	Herman-Melville 	health 	126 	89 	this is a good book on health by Herman-Melville 	1638 	images/book/health/57.jpeg 	
2051 	Apparition, The 	Guy-De-Maupassant 	fiction 	152 	149 	there are breathtaking descriptions of fiction by Guy-De-Maupassant 	1361 	images/book/fiction/9.jpeg 	
2052 	Apparition In The Sea, An 	Heinrich-Heine 	fiction 	159 	112 	this book talks about fiction by Heinrich-Heine 	1813 	images/book/fiction/5.jpeg 	
2053 	Apparition Of His, Mistress, Calling Him To Elysium, The 	-Poet- Robert-Herrick 	science 	129 	83 	this is a good book on science by -Poet- Robert-Herrick 	1680 	images/book/science/35.jpeg 	
2054 	Apparition Of Mrs. Veal, The 	Daniel-Defoe 	science 	187 	177 	this is a good book on science by Daniel-Defoe 	1759 	images/book/science/43.jpeg 	
2055 	Apparition Of Youth, The 	Richard-Le Gallienne 	science 	118 	116 	this book talks about science by Richard-Le Gallienne 	1667 	images/book/science/5.jpeg 	
2056 	Apparitions 	Robert-Browning 	science 	172 	145 	this is a good book on science by Robert-Browning 	1885 	images/book/science/0.jpeg 	
2057 	Apparitions 	Walt-Whitman 	biography 	129 	95 	this is a masterpiece on biography by Walt-Whitman 	1973 	images/book/biography/39.jpeg 	
2058 	Appeal 	Anne-Bronte 	kids 	164 	160 	there are breathtaking descriptions of kids by Anne-Bronte 	1273 	images/book/kids/42.jpeg 	
2059 	Appeal 	Edith-Nesbit 	kids 	182 	155 	there are breathtaking descriptions of kids by Edith-Nesbit 	1105 	images/book/kids/8.jpeg 	
2060 	Appeal 	George-MacDonald 	kids 	135 	97 	there are breathtaking descriptions of kids by George-MacDonald 	1973 	images/book/kids/59.jpeg 	
2061 	Appeal, An 	W.-S.-Gilbert 	biography 	191 	176 	this book talks about biography by W.-S.-Gilbert 	1542 	images/book/biography/7.jpeg 	
2062 	Appeal, The 	Norman-Gale 	science 	178 	154 	there are breathtaking descriptions of science by Norman-Gale 	1044 	images/book/science/51.jpeg 	
2063 	Appeal For The Old South, An 	Oliver-Wendell-Holmes 	health 	108 	85 	this book talks about health by Oliver-Wendell-Holmes 	1408 	images/book/health/137.jpeg 	
2064 	Appeal For Ireland, An 	Sarah-S.-Mower 	kids 	176 	137 	this is a good book on kids by Sarah-S.-Mower 	1696 	images/book/kids/38.jpeg 	
2065 	Appeal To America, An 	Thomas-Hardy 	health 	198 	150 	this is a good book on health by Thomas-Hardy 	1448 	images/book/health/73.jpeg 	
2066 	Appeal To My Countrywomen, An 	Frances-E. W.-Harper 	science 	125 	122 	this is a good book on science by Frances-E. W.-Harper 	1658 	images/book/science/25.jpeg 	
2067 	Appeal To Paris, An 	Charles-Mackay 	fiction 	174 	161 	this is a good book on fiction by Charles-Mackay 	1741 	images/book/fiction/60.jpeg 	
2068 	Appeal To The Free, An 	Susanna-Moodie 	health 	143 	94 	this is a masterpiece on health by Susanna-Moodie 	1881 	images/book/health/91.jpeg 	
2069 	Appeal To The Great Spirit, The 	Margaret-White-Eggleston 	kids 	190 	156 	this is a masterpiece on kids by Margaret-White-Eggleston 	1944 	images/book/kids/13.jpeg 	
2070 	Appeal To The Publick, An 	Samuel-Johnson 	science 	117 	113 	this is a masterpiece on science by Samuel-Johnson 	1719 	images/book/science/14.jpeg 	
2071 	Appearances 	Walt-Whitman 	fiction 	138 	110 	this is a good book on fiction by Walt-Whitman 	1246 	images/book/fiction/4.jpeg 	
2072 	Appearances Are Deceitful 	Falconbridge 	science 	134 	88 	this book talks about science by Falconbridge 	1650 	images/book/science/7.jpeg 	
2073 	Appeasement Of Demeter, The 	George-Meredith 	health 	170 	129 	this is a good book on health by George-Meredith 	1682 	images/book/health/55.jpeg 	
2074 	Appetite Of Earth, The 	G.-K.-Chesterton 	health 	106 	60 	this is a masterpiece on health by G.-K.-Chesterton 	1300 	images/book/health/58.jpeg 	
2075 	Appetite of Tyranny, The 	G.-K.-Chesterton 	kids 	178 	171 	this is a good book on kids by G.-K.-Chesterton 	1439 	images/book/kids/61.jpeg 	
2076 	Applause 	Ella-Wheeler-Wilcox 	biography 	139 	99 	this is a masterpiece on biography by Ella-Wheeler-Wilcox 	1482 	images/book/biography/22.jpeg 	
2077 	Apple, The 	John-Burroughs 	biography 	176 	170 	this is a good book on biography by John-Burroughs 	1813 	images/book/biography/38.jpeg 	
2078 	Apple Bee, The 	Carolyn-Wells 	biography 	184 	158 	there are breathtaking descriptions of biography by Carolyn-Wells 	1996 	images/book/biography/14.jpeg 	
2079 	Apple Blossoms 	Hattie-Howard 	kids 	172 	123 	this is a good book on kids by Hattie-Howard 	1263 	images/book/kids/49.jpeg 	
2080 	Apple Blossoms 	George-W.-Doneghy 	biography 	151 	145 	there are breathtaking descriptions of biography by George-W.-Doneghy 	1854 	images/book/biography/26.jpeg 	
2081 	Apple Dumpling, The 	Maud-Lindsay 	science 	106 	69 	there are breathtaking descriptions of science by Maud-Lindsay 	1637 	images/book/science/1.jpeg 	
2082 	Apple Gathering, An 	Christina-Georgina-Rossetti 	biography 	154 	142 	this book talks about biography by Christina-Georgina-Rossetti 	1246 	images/book/biography/44.jpeg 	
2083 	Apple That No One Ate, The 	Christopher-Morley 	kids 	186 	171 	there are breathtaking descriptions of kids by Christopher-Morley 	1330 	images/book/kids/28.jpeg 	
2084 	Apple Tree, The 	Edgar-A.-Guest 	fiction 	118 	113 	this book talks about fiction by Edgar-A.-Guest 	1194 	images/book/fiction/15.jpeg 	
2085 	Apple Tree, The 	Hattie-Howard 	biography 	136 	115 	this book talks about biography by Hattie-Howard 	1010 	images/book/biography/37.jpeg 	
2086 	Apple Tree In France, An 	Edgar-A.-Guest 	biography 	110 	81 	this is a masterpiece on biography by Edgar-A.-Guest 	1481 	images/book/biography/33.jpeg 	
2087 	Apple-blossoms 	Horatio-Alger 	science 	150 	145 	this is a masterpiece on science by Horatio-Alger 	1970 	images/book/science/21.jpeg 	
2088 	Apple-Blossoms 	Will-Carleton 	biography 	166 	140 	this is a good book on biography by Will-Carleton 	1442 	images/book/biography/9.jpeg 	
2089 	Apple-Jelly-Fish-Tree, The 	Hilda-Conkling 	science 	111 	79 	this is a good book on science by Hilda-Conkling 	1795 	images/book/science/46.jpeg 	
2090 	Apple-Pie And Cheese 	Eugene-Field 	health 	156 	137 	there are breathtaking descriptions of health by Eugene-Field 	1790 	images/book/health/102.jpeg 	
2091 	Apple-Tree, The 	Helen-Hay-Whitney 	science 	135 	116 	this is a masterpiece on science by Helen-Hay-Whitney 	1612 	images/book/science/21.jpeg 	
2092 	Apples 	Jonathan-Swift 	kids 	177 	165 	this is a good book on kids by Jonathan-Swift 	1278 	images/book/kids/52.jpeg 	
2093 	Apples 	Laurence-Alma-Tadema 	biography 	150 	100 	this book talks about biography by Laurence-Alma-Tadema 	1452 	images/book/biography/43.jpeg 	
2094 	Apples Growing 	Will-Carleton 	biography 	195 	162 	this book talks about biography by Will-Carleton 	1965 	images/book/biography/6.jpeg 	
2095 	Apples Of Hesperides 	Amy-Lowell 	health 	130 	111 	this is a good book on health by Amy-Lowell 	1424 	images/book/health/58.jpeg 	
2096 	Applicant, The 	Ambrose-Bierce 	fiction 	120 	89 	this is a masterpiece on fiction by Ambrose-Bierce 	1250 	images/book/fiction/66.jpeg 	
2097 	Appreciation 	Ella-Wheeler-Wilcox 	biography 	178 	158 	this is a good book on biography by Ella-Wheeler-Wilcox 	1676 	images/book/biography/33.jpeg 	
2098 	Appreciation 	Paul-Laurence-Dunbar 	kids 	106 	97 	this is a good book on kids by Paul-Laurence-Dunbar 	1114 	images/book/kids/80.jpeg 	
2099 	Appreciation 	Harry-Graham 	biography 	143 	114 	this is a masterpiece on biography by Harry-Graham 	1030 	images/book/biography/34.jpeg 	
2100 	Appreciation 	George-Meredith 	fiction 	128 	125 	this book talks about fiction by George-Meredith 	1509 	images/book/fiction/6.jpeg 	
2101 	Appreciations and Criticisms of the Works of Charles Dickens 	G.-K.-Chesterton 	kids 	194 	194 	there are breathtaking descriptions of kids by G.-K.-Chesterton 	1199 	images/book/kids/100.jpeg 	
2102 	Appreciative Man, The 	Henry-Wallace-Phillips 	science 	145 	104 	this is a masterpiece on science by Henry-Wallace-Phillips 	1258 	images/book/science/44.jpeg 	
2103 	Apprehension 	D.-H.-Lawrence 	health 	123 	77 	this book talks about health by D.-H.-Lawrence 	1452 	images/book/health/123.jpeg 	
2104 	Approach Of Christmas, The 	Edgar-A.-Guest 	fiction 	197 	176 	this book talks about fiction by Edgar-A.-Guest 	1165 	images/book/fiction/65.jpeg 	
2105 	Approach Of Summer 	William-Lisle-Bowles 	health 	127 	97 	this is a good book on health by William-Lisle-Bowles 	1047 	images/book/health/62.jpeg 	
2106 	Approach Of Winter 	William-Carlos-Williams 	health 	130 	123 	there are breathtaking descriptions of health by William-Carlos-Williams 	1833 	images/book/health/28.jpeg 	
2107 	Approaches 	George-MacDonald 	science 	117 	105 	this is a masterpiece on science by George-MacDonald 	1930 	images/book/science/43.jpeg 	
2108 	Approaching Humorist, The 	-Edgar W. Nye- Bill-Nye 	biography 	175 	170 	this book talks about biography by -Edgar W. Nye- Bill-Nye 	1158 	images/book/biography/24.jpeg 	
2109 	Approaching Night 	Howard-V.-Sutherland 	fiction 	198 	168 	this is a masterpiece on fiction by Howard-V.-Sutherland 	1280 	images/book/fiction/28.jpeg 	
2110 	Approaching Night 	John-Clare 	science 	197 	160 	this book talks about science by John-Clare 	1695 	images/book/science/38.jpeg 	
2111 	Appropriate Memorial, The 	Ambrose-Bierce 	fiction 	135 	97 	this is a good book on fiction by Ambrose-Bierce 	1692 	images/book/fiction/36.jpeg 	
2112 	April 	William-Carlos-Williams 	science 	190 	146 	this is a good book on science by William-Carlos-Williams 	1828 	images/book/science/23.jpeg 	
2113 	April 	Edward-Thomas 	biography 	127 	86 	this book talks about biography by Edward-Thomas 	1528 	images/book/biography/9.jpeg 	
2114 	April 	Virna-Sheard 	biography 	180 	176 	there are breathtaking descriptions of biography by Virna-Sheard 	1794 	images/book/biography/43.jpeg 	
2115 	April 	Algernon-Charles-Swinburne 	biography 	187 	143 	this is a good book on biography by Algernon-Charles-Swinburne 	1914 	images/book/biography/41.jpeg 	
2116 	April 	Nathaniel-Parker-Willis 	fiction 	112 	98 	this book talks about fiction by Nathaniel-Parker-Willis 	1319 	images/book/fiction/25.jpeg 	
2117 	April 	Archibald-Lampman 	kids 	113 	70 	this is a masterpiece on kids by Archibald-Lampman 	1551 	images/book/kids/24.jpeg 	
2118 	April 	Richard-Le Gallienne 	fiction 	189 	155 	this is a good book on fiction by Richard-Le Gallienne 	1251 	images/book/fiction/66.jpeg 	
2119 	April 	Thomas-S.-Jones 	biography 	117 	72 	this book talks about biography by Thomas-S.-Jones 	1608 	images/book/biography/24.jpeg 	
2120 	April 	Susan-Coolidge 	biography 	162 	142 	there are breathtaking descriptions of biography by Susan-Coolidge 	1570 	images/book/biography/38.jpeg 	
2121 	April 	Sara-Teasdale 	health 	117 	74 	this is a good book on health by Sara-Teasdale 	1335 	images/book/health/123.jpeg 	
2122 	April 	John-Burroughs 	health 	127 	80 	this is a good book on health by John-Burroughs 	1431 	images/book/health/50.jpeg 	
2123 	April 	Jean-Blewett 	science 	170 	122 	this book talks about science by Jean-Blewett 	1095 	images/book/science/48.jpeg 	
2124 	April 	Emily-Dickinson 	fiction 	114 	110 	this is a masterpiece on fiction by Emily-Dickinson 	1557 	images/book/fiction/47.jpeg 	
2125 	April 	John-Greenleaf-Whittier 	kids 	110 	71 	this is a good book on kids by John-Greenleaf-Whittier 	1664 	images/book/kids/18.jpeg 	
